时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2020-03-11,鲁信新材,先进制造,A+轮,未透露,沃衍资本,10000,先进制造、新材料、新材料,鲁信新材是一家金属粉末生产设备研发商，公司主要产品包括VIGA真空感应气雾化制粉炉、3D打印粉末收集设备、粉末研制中心以及粉末检测设备等，同时公司业务还涉及金属粉末生产技术咨询。,于军 董事长 于军，苏州鲁信新材料科技有限公司董事长，毕业于北京科技大学，材料科学博士。 
2020-03-11,晶瑞化学,生产制造,IPO上市后,3亿人民币,"李虎林, 徐萍",150000,传统制造、化工产业、新材料,晶瑞化学是一家微电子化学品及其它精细化工品生产商，公司的产品主要包括超净高纯试剂、光刻胶、功能性材料以及锂电池粘结剂等，可应用于半导体、光伏太阳能电池、LED等相关行业，具体应用到下游电子信息产品的清洗、光刻、制备等工艺环节。,吴天舒 董事长 吴天舒，苏州晶瑞化学股份有限公司董事长 
2020-03-09,智天新航,先进制造,天使轮,未透露,腾业创投,500,先进制造、新材料、新材料,智天新航是一家新材料产品研发商，致力于航天新材料的研发业务。,米志安 CEO 米志安，智天新航CEO。 
2020-03-05,Flexwarm天物新材料,先进制造,B轮,未透露,赛富基金SAIF Partners,15000,先进制造、新材料、新材料,Flexwarm天物新材料是一家专注于厚膜技术的研发、生产和应用的新材料科技公司。主要产品包括：flexwarm产品、高温发热产品、高精度灵敏传感器、保密型电子芯片。,黄伟聪 CEO 黄伟聪，广东天物新材料科技有限公司的CEO。 
2020-03-02,顺铉新材,先进制造,战略投资,未透露,毅达资本,50000,先进制造、新材料、新材料,顺铉新材是一家专业研发、生产和销售高性能聚酰亚胺薄膜的公司，致力于光电新材料领域。公司在“诚信、合作、和谐、共赢”的经营理念指导下，培养了一批高素质的业务人才、设计人才和技术骨干。公司产品不断设计创新，在激烈的市场竞争中赢得了客户的信任，主要产品被主流客户作为指定产品，部分产品出口到韩国、日本、美国、俄罗斯等世界各地，带动了包括LED、电子计算机、微电子行业、航天航空等行业的高速发展。 ,刘顺祯 总经理 刘顺祯，顺铉新材总经理。 
2020-02-25,恒远新材,先进制造,战略投资,1亿人民币,毅达资本,50000,先进制造、新材料、新材料,恒远新材致力于打造国内固体环氧树脂生产龙头企业；新远公司现有年产5万吨环氧树脂活性稀释剂，与南京林业大学产学研合作及国际专家合作，研制了二十余种具有自主知识产权的环氧树脂活性稀释剂产品，致力于打造亚洲最具影响力的环氧树脂活性稀释剂生产商和服务商。,程振朔 CEO 程振朔，恒远新材CEO。 
2020-02-18,纳微科技,先进制造,战略投资,未透露,高瓴创投,50000,先进制造、新材料、新材料,纳微科技是一家纳微米球材料研发生产商，专门从事高性能纳微球材料的研发、生产和销售，拥有微球精准制备自主核心专利技术，致力于成为全球领先的纳微米球产品与应用的顶尖品牌，公司能够精准制备从5纳米到1000微米粒径范围的任意大小单分散纳微米球，并为用户提供对微球形态、孔径结构、比表面积及表面功能基团进行调控的服务。,江必旺 董事长 江必旺，苏州纳微科技有限公司董事长，博士，1988年毕业于北京大学化学系，纽约州立大学Binghamton分校博士学位，国家千入计划特聘专家，拥有6项美国专利、5项欧洲专利、4项日本专利，在国际著名刊物上发表论文20余篇，曾获2005年罗门哈斯公司副总裁奖、1999年美国化学协会化学界杰出研究生Zappert Award奖。 
2020-02-17,光羿科技,先进制造,A轮,2000万美元,麦星投资（领投）,65000,先进制造、新材料、工业设计,光羿科技是一家薄膜生产商，集材料合成、生产加工、产品设计于一体，专注于为用户提供柔性智能薄膜的研发和生产，是全球范围内电致变色技术领域的领衔者，致力于柔性智能薄膜的研发与生产。公司采用高效能、强连续的卷对卷生产方式，在最大限度尊重个性化定制的同时积极响应并引领节能减排、绿色环保的社会潮流。,王朝 CEO 王朝，深圳市光羿科技有限公司CEO 
2020-02-15,研一新材料,先进制造,战略投资,未透露,晨道投资,50000,先进制造、新能源、新材料,研一新材料是一家以“加速传统能源向新能源转换”为使命愿景的新能源、新材料科技创新驱动型公司。目前以开发锂电池新型功能材料为核心业务，包括正负极水性粘结剂、高安全性隔膜涂覆粘结剂、导电型粘结剂，及其它功能型特种高分子材料、各类特种功能添加剂、高端电解液配方等领域，并布局未来十年可突破技术壁垒、实现产业化的新能源、新材料、环保材料领域。,岳敏 总经理 岳敏，研一新材料总经理。 
2020-02-13,华友衢州,先进制造,战略投资,8.05亿人民币,华友钴业,402500,先进制造、新材料、新材料,华友衢州是华友钴业旗下一家钴新材料研发生产商，主要从事四氧化三钴、陶瓷氧化钴、碳酸钴、草酸钴等钴新材料的研发生产业务。,陈红良 董事长 陈红良，华友衢州董事长。 
2020-01-22,中镭新材料,先进制造,A轮,未透露,"张江火炬创投, 天瑞投资",10000,先进制造、新材料、新材料,中镭科技是一家改性塑料及其相关产品研发商，旗下涵盖阿克兰PC\ABS合金、海格饱和聚酯合金、忒希PBT\PET合金、拉姆PBT\ABS合金、波寒冬PBT等产品，应用于汽车、电子、IT、家电等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-01-21,纳尔股份,先进制造,IPO上市后,3171万人民币,章建良,15855,先进制造、新材料、新材料,纳尔股份是一家数码薄膜类喷印材料研发商，产品涵盖背胶、涂层喷印材料等十-个系列，广泛应用于数码喷绘打印、装饰美饰、户内外广告装饰等领域，旗下拥有“英飞莱斯”、“纳尔”、 “百纳” 系列品牌。,游爱国 董事长兼总经理 游爱国，上海纳尔实业股份有限公司董事长兼总经理 
2020-01-21,烯旺新材料,先进制造,战略投资,3000万人民币,雄塑科技,15000,先进制造、新材料、开源硬件,烯旺新材料是全球首家实现石墨烯产业化应用以及国内唯一一家将石墨烯应用于医疗并获得国家医疗资质认证的石墨烯企业，目前已发展成为集石墨烯制备、膜片生产、自主研发、医疗探索、产品应用和生产、渠道销售等综合性石墨烯科创企业，并成为全球首家实现石墨烯从上游技术研发、原材料生产到下游产品研发应用、行业合作、品牌运营、渠道销售等全石墨烯产业生态链的国家高新技术企业。,冯冠平 CEO 冯冠平，为深圳烯旺新材料科技股份有限公司的创始人。 
2020-01-20,金晶科技,先进制造,天使轮,1200万人民币,,6000,先进制造、新材料、新材料,金晶科技主要生产超白玻璃、离线镀膜玻璃、在线镀膜玻璃、阳光膜玻璃，颜色玻璃、防火玻璃、汽车玻璃、低盐重质玻璃纯碱、轻质纯碱、小苏打及小苏打洗涤剂等产品，主要为建筑、汽车、太阳能、工业品等细分市场提供绿色、环保、节能、安全等差异化产品及服务。,王刚 董事长 王刚，金竟科技董事长。 
2020-01-17,太洋科技,先进制造,C轮,未透露,"中国风投, 金茂资本",25000,先进制造、军工制造、新材料,上海太洋科技有限公司（原名上海牧泓实业有限公司）专业从事精细高端特种材料定制加工企业，在境内投资的加工厂主要集中在中国江苏，公司自创建以来，先后投入上亿资金用于军工特殊材料的自主研发，立足国内市场，开拓国际市场。公司拥有从原料、合成、提纯、净化到成品的工艺板块。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-01-16,中车新能源科技,先进制造,战略投资,未透露,"德丰杰正道, , 东方富海, 荷塘创投（启迪创投）, 宇通客车, 常州高新投, 中国中车, 龙城英才创投, 上海电气",50000,先进制造、新能源、新材料,"中车新能源科技是一家电容器研发服务提供商，主要提供电容器复合材料、电容器电极、电容器单体、储能电源模组、系统集成等的研发，主要为用户提供电容驱动与能量回馈方案及装备。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-01-16,海源复材,先进制造,战略投资,未透露,黑石集团Blackstone,50000,先进制造、新材料、新材料,海源复材是一家复合材料液压设备生产商，专注于绿色墙材、耐火材料、陶瓷砖、复合材料等领域，为用户提供墙体材料全自动液压机、码垛机耐火材料全自动液压机等产品。,李良光 董事长 李良光，海源复材董事长。 
2020-01-16,聚塑云,先进制造,天使轮,千万级人民币,诚合资本,5000,先进制造、新材料、新材料,聚塑云是塑料化工行业创新型电商交易平台，通过独有的仓储物流和服务体系，为传统的塑化行业提供崭新的“互联网+产业+电商”模式电商平台，解决了传统交易方式中风险大、繁琐重的弊病；并通过电商实体，为下游工厂用户提供低服务，切切实实的通过聚塑云来改善行业实体经济的发展环境。,邢茂宁 CEO 邢茂宁，聚塑云CEO。 
2020-01-14,易锐光电,先进制造,战略投资,未透露,金浦投资,50000,先进制造、新材料、新材料,易锐光电是集研发、生产、销售于一体的高科技创新企业，在光电领域具备垂直整合能力及核心技术创新能力 ，通过垂直整合上游芯片，中游混合集成，以及下游模块及子系统的设计、开发和制造，打造基于硅的多元材料体系混合集成平台。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-01-14,墨睿科技,先进制造,A轮,数千万人民币,"深创投, 小米长江产业基金",15000,先进制造、新材料、新材料,"墨睿科技是一家石墨烯等先进材料应用开发商，以石墨烯产业应用研发为主导，墨睿科技围绕石墨烯锂电池电极材料、石墨烯复合散热材料、石墨烯显示触控屏、石墨烯晶体管等产业方向，通过石墨烯上下游应用技术研发与应用产品示范推广，为新材料应用企业提供技术支撑，为下游产业提供产品解决方案，构筑以应用企业为主体，产学研相结合的产业链集群。
",蔡金明 创始人 蔡金明，墨睿科技创始人，博士自2005年起一直从事石墨烯材料的研究，并在2015年回国创立了墨睿科技。2003年获北京大学物理学系学士学位，2009年获中国科学院物理研究所博士学位。2008年到美国橡树岭国家实验室做访问学者一年，2009年到2014年在瑞士联邦材料科学与技术研究所做博士后。昆明理工大学材料科学与工程学院教授，博士生导师，长期从事石墨烯等低维纳米材料的制备与物性研究。 
